Date,Portfolio_All_20d_Volatility
2024-11-04,0.005019034298232789
2024-11-05,0.005358556992706767
2024-11-06,0.007172833530464232
2024-11-07,0.007115435643384584
2024-11-08,0.007002694505435502
2024-11-11,0.006948468391065209
2024-11-12,0.007100268276278022
2024-11-13,0.006959086874883271
2024-11-14,0.007086311250401833
2024-11-15,0.007334109797100126
2024-11-18,0.007202601050738547
2024-11-19,0.007228754562513012
2024-11-20,0.007154909601399611
2024-11-21,0.00744866061031885
2024-11-22,0.007431265349730903
2024-11-25,0.007539362079490591
2024-11-26,0.007446978033185521
2024-11-27,0.00740844677748178
2024-11-29,0.00708934560233228
2024-12-02,0.007143390726351082
2024-12-03,0.0072205133372421045
2024-12-04,0.0069926170031654735
2024-12-05,0.005120076544694615
2024-12-06,0.005120151884504906
2024-12-09,0.0050910812727227315
2024-12-10,0.004970918183003924
2024-12-11,0.004719840341979512
2024-12-12,0.00492553998525081
2024-12-13,0.004758735487736794
2024-12-16,0.004354647067845726
2024-12-17,0.004248077031371568
2024-12-18,0.007094881235099988
2024-12-19,0.007135515438032983
2024-12-20,0.007170286769937516
2024-12-23,0.0070975227671335635
2024-12-24,0.007199595754650213
2024-12-26,0.0072030336742323455
2024-12-27,0.007284884053887104
2024-12-30,0.007436645578101543
2024-12-31,0.007465746685942236
2025-01-02,0.0074576290058364445
2025-01-03,0.007911199337806773
2025-01-06,0.00792609184774948
2025-01-07,0.007926462803568377
2025-01-08,0.00794502331124715
2025-01-10,0.00847511792509578
2025-01-13,0.008747136007575256
2025-01-14,0.008823449688510706
2025-01-15,0.009528756274407003
2025-01-16,0.00955290386022501
2025-01-17,0.009683140530252507
2025-01-21,0.007826386192095363
2025-01-22,0.0077050306462366335
2025-01-23,0.007682272034627426
2025-01-24,0.00772204045386388
2025-01-27,0.00762705787259918
2025-01-28,0.007830710510663415
2025-01-29,0.007659188229620908
2025-01-30,0.0071514029948002225
2025-01-31,0.007326052789762799
2025-02-03,0.007363416962020016
2025-02-04,0.007155511740178997
2025-02-05,0.007174443224204721
2025-02-06,0.007106595076487345
2025-02-07,0.007520182673583605
2025-02-10,0.006445781690343747
2025-02-11,0.006346411693844505
2025-02-12,0.006367491334272538
2025-02-13,0.005765795586073152
2025-02-14,0.0058040318577084575
2025-02-18,0.005681163982852344
2025-02-19,0.005179295891049275
2025-02-20,0.005184829484482088
2025-02-21,0.005395111599038128
2025-02-24,0.005372366814725774
2025-02-25,0.005182253988913839
2025-02-26,0.005062448355250507
2025-02-27,0.005239222218874912
2025-02-28,0.005845663085002577
2025-03-03,0.006062959437019317
2025-03-04,0.00689862634889194
2025-03-05,0.007308655425442723
2025-03-06,0.007564928922156899
2025-03-07,0.007790904522316903
2025-03-10,0.008436052369641914
2025-03-11,0.008587712362385333
2025-03-12,0.00849857822405877
2025-03-13,0.008633438265013187
2025-03-14,0.009402030132318686
2025-03-17,0.009790427319711623
2025-03-18,0.009717830906228686
2025-03-19,0.009803931061113545
2025-03-20,0.009804231768277357
2025-03-21,0.00955952700633766
2025-03-24,0.010148917215439155
2025-03-25,0.010131156510620142
2025-03-26,0.010120997534650606
2025-03-27,0.010033638445923048
2025-03-28,0.009987761969264533
2025-03-31,0.010131638418956267
2025-04-01,0.00957203325086876
2025-04-02,0.0093388306851951
2025-04-03,0.01214959353084861
2025-04-04,0.017302437981295403
2025-04-07,0.017077771205109043
2025-04-08,0.017223143499770915
2025-04-09,0.025403389552582582
2025-04-10,0.02626781547115234
2025-04-11,0.02618019040691213
2025-04-14,0.02620722583711872
2025-04-15,0.026193524963904993
2025-04-16,0.026284348928844497
2025-04-17,0.026313414654230427
2025-04-21,0.026553479415293454
2025-04-22,0.026955707124166093
2025-04-23,0.027162552582335058
2025-04-24,0.027472438434988915
2025-04-25,0.027489950892292003
2025-04-28,0.02729872425607868
2025-04-29,0.02725922066128877
2025-04-30,0.027283340862421436
2025-05-01,0.027263185100955274
2025-05-02,0.026112937476276892
2025-05-05,0.022059606672670658
2025-05-06,0.022186205631825665
2025-05-07,0.021671524818877918
2025-05-08,0.01313288292410216
2025-05-09,0.010634696136325367
2025-05-12,0.01155523702034271
2025-05-13,0.011493567152597486
2025-05-14,0.011521032201614288
2025-05-15,0.010843904541426825
2025-05-16,0.010906586984892391
2025-05-19,0.009426518728576465
2025-05-20,0.008581699289744978
2025-05-21,0.00960951423185489
2025-05-22,0.009243407697341721
2025-05-23,0.009318515256558295
2025-05-27,0.00993599597768184
2025-05-28,0.010055419599350097
2025-05-29,0.01006269661685843
2025-05-30,0.009993199747123677
2025-06-02,0.009596230239198568
2025-06-03,0.009537900380504187
2025-06-04,0.009156204042646438
2025-06-05,0.009193078790271451
2025-06-06,0.009383866229706328
2025-06-09,0.009338413768545828
2025-06-10,0.007631861133600876
2025-06-11,0.007618145160189496
2025-06-12,0.007466587838847274
2025-06-13,0.00762869740764896
2025-06-16,0.00744797102347739
2025-06-17,0.0077699164340222174
2025-06-18,0.007769336912718327
2025-06-20,0.006726729436908509
2025-06-23,0.006835727646223051
2025-06-24,0.006999158476036042
2025-06-25,0.006129688385455753
2025-06-26,0.006030062848900836
2025-06-27,0.006091125735281738
2025-06-30,0.006109420952181278
2025-07-01,0.006303184229187266
2025-07-02,0.006273703830655487
2025-07-03,0.006264140317652487
2025-07-07,0.0066167544127936065
2025-07-08,0.006269991766146467
2025-07-09,0.006270132087961433
2025-07-10,0.006227891823374913
2025-07-11,0.006401156879258548
2025-07-14,0.006396262302798053
2025-07-15,0.0061522447046355845
2025-07-16,0.006071765785279544
2025-07-17,0.005503989705492921
2025-07-18,0.005561420492047285
2025-07-21,0.00555403716771027
2025-07-22,0.005417112903878052
2025-07-23,0.0052805961796588835
2025-07-24,0.005291028258358789
2025-07-25,0.0052280565838698865
2025-07-28,0.005177209370690533
2025-07-29,0.0051204090728349735
2025-07-30,0.00481676285969388
2025-07-31,0.0056454838464921496
2025-08-01,0.005837192499931526
2025-08-04,0.006143251235193524
2025-08-05,0.00617957080223557
2025-08-06,0.0061882591727753416
2025-08-07,0.0060714109142130926
2025-08-08,0.006222323608381726
2025-08-11,0.006226870868380828
2025-08-12,0.006331724565922375
2025-08-13,0.0065345504958851395
2025-08-14,0.006530980291555403
2025-08-15,0.006494275243471598
2025-08-18,0.006499460541566554
2025-08-19,0.006434630959915125
2025-08-20,0.006217480852170898
2025-08-21,0.006199977951053204
2025-08-22,0.006765165310084316
2025-08-25,0.007000555887840174
2025-08-26,0.0069966887648939885
2025-08-27,0.0069259543963613385
2025-08-28,0.006054672838650257
2025-08-29,0.005412487752852854
2025-09-02,0.005326006868927341
2025-09-03,0.005256245049541934
2025-09-04,0.005318439419002656
2025-09-05,0.005354138565612869
2025-09-08,0.005221172390686899
2025-09-09,0.005149089814547279
2025-09-10,0.004734223673013245
2025-09-11,0.0051211398629604395
2025-09-12,0.0053175730666177815
2025-09-15,0.0053040170742976785
2025-09-16,0.005305281756339932
2025-09-17,0.005395935793433316
2025-09-18,0.005471592848749544
2025-09-19,0.005355471435030575
2025-09-22,0.004563937586317468
2025-09-23,0.004115810851869258
2025-09-24,0.004112820754866175
2025-09-25,0.004309037387541565
2025-09-26,0.0046300985172578945
2025-09-29,0.004627054609635719
2025-09-30,0.004436803143909718
2025-10-01,0.0044046382789821896
2025-10-02,0.004316689717238875
2025-10-03,0.00433296986218617
2025-10-06,0.004262327853404233
2025-10-07,0.004285059664196028
